Наименование,Описание,Цена,Старая цена,Местоположение,Ссылка
"<img src=""https://00.img.avito.st/208x156/10526946400.jpg"">","BMW X5, 2007","125 317 км, 3.0 AT (245 л.с.), внедорожник, полный, дизель",1 200 000 ₽,-,"Тульская область, Алексин",https://www.avito.ru/aleksin/avtomobili/bmw_x5_2007_2092061021
"<img src=""https://24.img.avito.st/208x156/10099983324.jpg"">","BMW X5, 2007","282 003 км, 3.0 AT (272 л.с.), внедорожник, полный, бензин",822 070 ₽,-,Санкт-Петербург,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_2007_2075427872
"<img src=""https://23.img.avito.st/208x156/9123604623.jpg"">","BMW X5, 2016","87 111 км, 3.0 AT (218 л.с.), внедорожник, полный, дизель",3 050 000 ₽,-,Москва,https://www.avito.ru/moskva/avtomobili/bmw_x5_2016_2002232565
"<img src=""https://49.img.avito.st/208x156/10407538549.jpg"">","BMW X5, 2008","180 000 км, 4.8 AT (355 л.с.), внедорожник, полный, бензин",1 150 000 ₽,-,"Белгородская область, г.о. Старооскольский, Старый Оскол",https://www.avito.ru/staryy_oskol/avtomobili/bmw_x5_2008_2070890803
"<img src=""https://68.img.avito.st/208x156/10276868668.jpg"">","BMW X5, 2004","197 500 км, 4.4 AT (320 л.с.), внедорожник, полный, бензин",595 000 ₽,-,Москва,https://www.avito.ru/moskva/avtomobili/bmw_x5_2004_1893984523
"<img src=""https://24.img.avito.st/208x156/10738096924.jpg"">","BMW X5, 2010","170 000 км, 3.0 AT (245 л.с.), внедорожник, полный, дизель",1 470 000 ₽,-,Москва,https://www.avito.ru/moskva/avtomobili/bmw_x5_2010_2095555716
"<img src=""https://66.img.avito.st/208x156/10796036866.jpg"">","BMW X5, 2007","153 000 км, 4.8 AT (355 л.с.), внедорожник, полный, бензин",640 000 ₽,-,Москва,https://www.avito.ru/moskva/avtomobili/bmw_x5_2007_2119815889
"<img src=""https://98.img.avito.st/208x156/10798032698.jpg"">","BMW X5, 2021","4.4 AT (530 л.с.), внедорожник, полный, бензин",от 9 253 100 ₽,10 003 100 ₽ без скидки,Москва,https://www.avito.ru/moskva/avtomobili/bmw_x5_2021_2137944954
"<img src=""https://01.img.avito.st/208x156/10756385101.jpg"">","BMW X5, 2007","220 328 км, 4.8 AT (355 л.с.), внедорожник, полный, бензин",870 000 ₽,-,"Московская область, Мытищи",https://www.avito.ru/mytischi/avtomobili/bmw_x5_2007_2084539286
"<img src=""https://84.img.avito.st/208x156/10404568184.jpg"">","BMW X5, 2014","50 000 км, 3.0 AT (306 л.с.), внедорожник, полный, бензин",2 625 000 ₽,-,"Республика Башкортостан, Уфа",https://www.avito.ru/ufa/avtomobili/bmw_x5_2014_2102138989
"<img src=""https://69.img.avito.st/208x156/10673516669.jpg"">","BMW X5, 2010","Битый, 80 000 км, 3.0 AT (306 л.с.), внедорожник, полный, бензин",120 000 ₽,-,"Самарская область, Самара",https://www.avito.ru/samara/avtomobili/bmw_x5_2010_2138967612
"<img src=""https://08.img.avito.st/208x156/10649475208.jpg"">","BMW X5, 2010","217 000 км, 4.4 AT (407 л.с.), внедорожник, полный, бензин",1 350 000 ₽,-,"Карачаево-Черкесская Республика, Черкесск",https://www.avito.ru/cherkessk/avtomobili/bmw_x5_2010_2042646948
"<img src=""https://45.img.avito.st/208x156/10425847445.jpg"">","BMW X5, 2019","17 000 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",5 700 000 ₽,-,Санкт-Петербург,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_2019_2093376680
"<img src=""https://39.img.avito.st/208x156/10494594639.jpg"">","BMW X5, 2008","330 000 км, 3.0 AT (272 л.с.), внедорожник, полный, бензин",1 000 000 ₽,-,"Кабардино-Балкарская Республика, Прохладный",https://www.avito.ru/prohladnyy/avtomobili/bmw_x5_2008_2107459498
"<img src=""https://84.img.avito.st/208x156/10620128984.jpg"">","BMW X5, 2009","226 000 км, 3.0 AT (235 л.с.), внедорожник, полный, дизель",1 300 000 ₽,-,Санкт-Петербург,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_2009_2091911341
"<img src=""https://88.img.avito.st/208x156/10608684488.jpg"">","BMW X5, 2005","236 541 км, 3.0 AT (231 л.с.), внедорожник, полный, бензин",740 000 ₽,-,"Краснодарский край, Кореновский р-н, Кореновск",https://www.avito.ru/korenovsk/avtomobili/bmw_x5_2005_2098484731
"<img src=""https://37.img.avito.st/208x156/10629708637.jpg"">","BMW X5, 2001","334 000 км, 3.0 AT (231 л.с.), внедорожник, полный, бензин",515 000 ₽,-,"Кировская область, Киров",https://www.avito.ru/kirovskaya_oblast_kirov/avtomobili/bmw_x5_2001_2089840532
"<img src=""https://14.img.avito.st/208x156/9593951814.jpg"">","BMW X5, 2010","145 000 км, 3.0 AT (306 л.с.), внедорожник, полный, бензин",1 490 000 ₽,-,"Иркутская область, Иркутск",https://www.avito.ru/irkutsk/avtomobili/bmw_x5_2010_2004881712
"<img src=""https://79.img.avito.st/208x156/10738257079.jpg"">","BMW X5, 2017","54 654 км, 3.0 AT (218 л.с.), внедорожник, полный, дизель",3 249 000 ₽,-,Санкт-Петербург,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_2017_2083452703
"<img src=""https://42.img.avito.st/208x156/10737824742.jpg"">","BMW X5, 2012","73 000 км, 3.0 AT (245 л.с.), внедорожник, полный, дизель",1 995 000 ₽,-,Санкт-Петербург,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_2012_2049878423
"<img src=""https://85.img.avito.st/208x156/10751192285.jpg"">","BMW X5, 2013","124 143 км, 4.4 AT (450 л.с.), внедорожник, полный, бензин",2 600 000 ₽,-,"Калининградская область, Калининград",https://www.avito.ru/kaliningrad/avtomobili/bmw_x5_2013_2122321660
"<img src=""https://57.img.avito.st/208x156/10612570557.jpg"">","BMW X5, 2011","167 500 км, 4.4 AT (407 л.с.), внедорожник, полный, бензин",1 476 699 ₽,-,"Ставропольский край, Пятигорск",https://www.avito.ru/pyatigorsk/avtomobili/bmw_x5_2011_2096501827
"<img src=""https://91.img.avito.st/208x156/10737897291.jpg"">","BMW X5, 2015","113 412 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",2 729 000 ₽,-,"Республика Татарстан, Набережные Челны",https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x5_2015_2061670330
"<img src=""https://66.img.avito.st/208x156/9095246666.jpg"">","BMW X5, 2007","195 000 км, 3.0 AT (264 л.с.), внедорожник, полный, бензин",800 000 ₽,-,"Тюменская область, Надымский р-н, Надым",https://www.avito.ru/nadym/avtomobili/bmw_x5_2007_1963305676
"<img src=""https://95.img.avito.st/208x156/10461561595.jpg"">","BMW X5, 2007","218 200 км, 3.0 AT (235 л.с.), внедорожник, полный, дизель",1 200 000 ₽,-,"Пермский край, Пермский р-н, Савинское сельское поселение, д. Песьянка",https://www.avito.ru/perm/avtomobili/bmw_x5_2007_2104157404
"<img src=""https://91.img.avito.st/208x156/10615129291.jpg"">","BMW X5, 2011","176 000 км, 3.0 AT (306 л.с.), внедорожник, полный, бензин",1 100 000 ₽,-,"Республика Ингушетия, Назрань",https://www.avito.ru/nazran/avtomobili/bmw_x5_2011_2078873675
"<img src=""https://67.img.avito.st/208x156/5505923567.jpg"">","BMW X5, 2014","81 600 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",3 750 000 ₽,-,Москва,https://www.avito.ru/moskva/avtomobili/bmw_x5_2014_1524160544
"<img src=""https://93.img.avito.st/208x156/6295245093.jpg"">","BMW X5, 2000","315 231 км, 3.0 AT (231 л.с.), внедорожник, полный, бензин",480 000 ₽,-,"Астраханская область, Астрахань",https://www.avito.ru/astrahan/avtomobili/bmw_x5_2000_1843778594
"<img src=""https://56.img.avito.st/208x156/10060092156.jpg"">","BMW X5, 2003","262 000 км, 4.4 AT (286 л.с.), внедорожник, полный, бензин",450 000 ₽,-,"Ставропольский край, Благодарненский г.о., с. Спасское",https://www.avito.ru/burlatskoe/avtomobili/bmw_x5_2003_2064980944
"<img src=""https://32.img.avito.st/208x156/10332342632.jpg"">","BMW X5, 2006","150 000 км, 4.4 AT (329 л.с.), внедорожник, полный, бензин",650 000 ₽,-,"Краснодарский край, Сочи",https://www.avito.ru/sochi/avtomobili/bmw_x5_2006_2031204016
"<img src=""https://09.img.avito.st/208x156/8061023109.jpg"">","BMW X5, 2012","190 000 км, 3.0 AT (245 л.с.), внедорожник, полный, дизель",1 750 000 ₽,-,"Республика Бурятия, Улан-Удэ",https://www.avito.ru/ulan-ude/avtomobili/bmw_x5_2012_1883596685
"<img src=""https://32.img.avito.st/208x156/10615489332.jpg"">","BMW X5, 2005","Битый, 10 367 км, 4.4 AT (320 л.с.), внедорожник, полный, бензин",200 000 ₽,-,"Чеченская Республика, Грозный",https://www.avito.ru/groznyy/avtomobili/bmw_x5_2005_2102619259
"<img src=""https://02.img.avito.st/208x156/9577793502.jpg"">","BMW X5, 2010","169 000 км, 3.0 AT (286 л.с.), внедорожник, полный, дизель",1 550 000 ₽,-,"Тюменская область, Когалым",https://www.avito.ru/kogalym/avtomobili/bmw_x5_2010_2013832108
"<img src=""https://47.img.avito.st/208x156/10424199447.jpg"">","BMW X5, 2005","250 318 км, 3.0 AT (231 л.с.), внедорожник, полный, бензин",450 000 ₽,-,"Волгоградская область, Волгоград",https://www.avito.ru/volgograd/avtomobili/bmw_x5_2005_2103085203
"<img src=""https://38.img.avito.st/208x156/10086072038.jpg"">","BMW X5, 2015","97 000 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",2 700 000 ₽,-,"Республика Татарстан, Казань",https://www.avito.ru/kazan/avtomobili/bmw_x5_2015_2049379046
"<img src=""https://80.img.avito.st/208x156/10425810180.jpg"">","BMW X5, 2009","302 000 км, 3.0 AT (286 л.с.), внедорожник, полный, дизель",900 000 ₽,-,"Республика Дагестан, Каспийск",https://www.avito.ru/kaspiysk/avtomobili/bmw_x5_2009_2100129595
"<img src=""https://83.img.avito.st/208x156/10624798083.jpg"">","BMW X5, 2007","365 000 км, 4.8 AT (355 л.с.), внедорожник, полный, бензин",850 000 ₽,-,"Краснодарский край, Новокубанский р-н, Ковалевское сельское поселение, пос. Восход",https://www.avito.ru/kovalevskoe/avtomobili/bmw_x5_2007_2122811993
"<img src=""https://58.img.avito.st/208x156/10617603258.jpg"">","BMW X5, 2014","143 000 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",2 650 000 ₽,-,"Воронежская область, Воронеж",https://www.avito.ru/voronezh/avtomobili/bmw_x5_2014_2087116596
"<img src=""https://20.img.avito.st/208x156/9132648720.jpg"">","BMW X5, 2008","250 000 км, 3.0 AT (264 л.с.), внедорожник, полный, бензин",1 000 000 ₽,-,"Республика Крым, Феодосия",https://www.avito.ru/feodosiya/avtomobili/bmw_x5_2008_1967288024
"<img src=""https://59.img.avito.st/208x156/10478336359.jpg"">","BMW X5, 2004","90 000 км, 3.0 AT (218 л.с.), внедорожник, полный, дизель",865 000 ₽,-,"Амурская область, Благовещенск",https://www.avito.ru/amurskaya_oblast_blagoveschensk/avtomobili/bmw_x5_2004_1944147704
"<img src=""https://95.img.avito.st/208x156/10206485195.jpg"">","BMW X5, 2020","1 400 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",7 600 000 ₽,-,"Тульская область, Новомосковск",https://www.avito.ru/novomoskovsk/avtomobili/bmw_x5_2020_2067476145
"<img src=""https://56.img.avito.st/208x156/10433621256.jpg"">","BMW X5, 2005","240 000 км, 3.0 AT (231 л.с.), внедорожник, полный, бензин",930 000 ₽,-,"Томская область, Стрежевой",https://www.avito.ru/strezhevoy/avtomobili/bmw_x5_2005_1952147475
"<img src=""https://49.img.avito.st/208x156/10685968449.jpg"">","BMW X5, 2005","368 000 км, 3.0 AT (218 л.с.), внедорожник, полный, дизель",990 000 ₽,-,"Кировская область, Киров",https://www.avito.ru/kirovskaya_oblast_kirov/avtomobili/bmw_x5_2005_2096333508
"<img src=""https://05.img.avito.st/208x156/10234854305.jpg"">","BMW X5, 2010","139 000 км, 3.0 AT (245 л.с.), внедорожник, полный, дизель",1 690 000 ₽,-,"Нижегородская область, Нижний Новгород",https://www.avito.ru/nizhniy_novgorod/avtomobili/bmw_x5_2010_2077897101
"<img src=""https://15.img.avito.st/208x156/10219466815.jpg"">","BMW X5, 2001","170 000 км, 4.4 AT (286 л.с.), внедорожник, полный, бензин",600 000 ₽,-,"Республика Северная Осетия — Алания, Владикавказ",https://www.avito.ru/vladikavkaz/avtomobili/bmw_x5_2001_1765471034
"<img src=""https://43.img.avito.st/208x156/10221947243.jpg"">","BMW X5, 2007","264 000 км, 4.8 AT (355 л.с.), внедорожник, полный, бензин",949 999 ₽,-,"Республика Крым, Симферополь",https://www.avito.ru/simferopol/avtomobili/bmw_x5_2007_2051520613
"<img src=""https://97.img.avito.st/208x156/10420880897.jpg"">","BMW X5, 2002","354 000 км, 4.4 AT (286 л.с.), внедорожник, полный, бензин",376 000 ₽,-,"Челябинская область, Челябинск",https://www.avito.ru/chelyabinsk/avtomobili/bmw_x5_2002_2092851954
